INCIDENT_KEY,OCCUR_DATE,OCCUR_TIME,BORO,PRECINCT,JURISDICTION_CODE,LOCATION_DESC,STATISTICAL_MURDER_FLAG,PERP_AGE_GROUP,PERP_SEX,PERP_RACE,VIC_AGE_GROUP,VIC_SEX,VIC_RACE,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,New Georeferenced Column
238209823,12/22/2021,20:04:00,MANHATTAN,26,0,HOSPITAL,false,,,,<18,M,BLACK,994831,232862,40.80583018700002,-73.96178090099994,POINT (-73.96178090099994 40.80583018700002)
233080843,09/02/2021,18:32:00,BROOKLYN,79,2,MULTI DWELL - PUBLIC HOUS,false,,,,25-44,M,BLACK,997242,193691,40.69831250200008,-73.95314759599995,POINT (-73.95314759599995 40.69831250200008)
230482153,07/05/2021,04:54:00,BRONX,40,2,MULTI DWELL - PUBLIC HOUS,false,,,,25-44,M,BLACK,1009487,235826,40.813935836000034,-73.90882957399998,POINT (-73.90882957399998 40.813935836000034)
225295736,03/07/2021,06:15:00,BROOKLYN,75,0,,true,25-44,M,BLACK HISPANIC,25-44,F,WHITE HISPANIC,1020492,187865,40.68225681500007,-73.86933111399996,POINT (-73.86933111399996 40.68225681500007)
234613901,10/06/2021,04:34:00,BRONX,40,2,MULTI DWELL - PUBLIC HOUS,true,25-44,M,BLACK,25-44,M,BLACK,1007252,239375,40.82368294200006,-73.91689162799997,POINT (-73.91689162799997 40.82368294200006)
237712311,12/11/2021,16:03:00,BROOKLYN,60,2,MULTI DWELL - PUBLIC HOUS,false,,,,45-64,M,BLACK,984325,147989,40.572879769000046,-73.99973146999997,POINT (-73.99973146999997 40.572879769000046)
233172869,09/05/2021,04:20:00,BRONX,47,0,,false,,,,25-44,F,BLACK,1026055,269635,40.90666837700008,-73.84876478999998,POINT (-73.84876478999998 40.90666837700008)
235839217,11/02/2021,09:06:00,BRONX,52,0,,false,25-44,M,WHITE HISPANIC,25-44,M,BLACK HISPANIC,1014487,254336,40.86472467400005,-73.89068300599996,POINT (-73.89068300599996 40.86472467400005)
230162222,06/26/2021,20:18:00,BRONX,41,0,,false,,,,18-24,M,BLACK,1013355,240319,40.82625595200005,-73.89483645799999,POINT (-73.89483645799999 40.82625595200005)
236094288,11/09/2021,20:56:00,BROOKLYN,76,2,MULTI DWELL - PUBLIC HOUS,false,,,,25-44,M,BLACK,982324,185643,40.676231908000034,-74.00694499699993,POINT (-74.00694499699993 40.676231908000034)
226478359,04/03/2021,18:00:00,BROOKLYN,84,2,MULTI DWELL - PUBLIC HOUS,false,,,,25-44,M,BLACK,988466,194673,40.701016395000075,-73.98479640899996,POINT (-73.98479640899996 40.701016395000075)
236458892,11/18/2021,11:00:00,BROOKLYN,81,0,,false,,,,25-44,M,BLACK,1004234,186462,40.67845753300003,-73.92795336599994,POINT (-73.92795336599994 40.67845753300003)
227344206,04/24/2021,01:00:00,QUEENS,110,0,,false,,,,18-24,M,BLACK HISPANIC,1028240,216107,40.75973906000007,-73.84121121999993,POINT (-73.84121121999993 40.75973906000007)
233210854,09/07/2021,01:05:00,BRONX,43,0,,false,,,,25-44,M,WHITE HISPANIC,1019006,239481,40.823935454000036,-73.87442208499994,POINT (-73.87442208499994 40.823935454000036)
228709427,05/19/2021,23:22:00,BRONX,41,0,,false,,,,25-44,M,BLACK,1013033,238140,40.82027627300005,-73.89600928499993,POINT (-73.89600928499993 40.82027627300005)
228062046,05/12/2021,04:53:00,BRONX,46,0,MULTI DWELL - APT BUILD,false,,,,18-24,M,BLACK,1007160,247651,40.84639840500005,-73.91719577199996,POINT (-73.91719577199996 40.84639840500005)
222932692,01/11/2021,23:49:00,BRONX,47,0,MULTI DWELL - APT BUILD,false,18-24,M,BLACK,<18,M,BLACK,1020808,262493,40.88708918800006,-73.86778566699996,POINT (-73.86778566699996 40.88708918800006)
228918110,05/31/2021,11:16:00,BROOKLYN,75,0,,false,,,,25-44,M,BLACK,1019359,185290,40.675193595000046,-73.87342954799993,POINT (-73.87342954799993 40.675193595000046)
231810237,08/04/2021,21:56:00,BROOKLYN,79,0,,false,,,,25-44,M,BLACK,995444,191207,40.69149695300007,-73.95963596099993,POINT (-73.95963596099993 40.69149695300007)
229848041,06/19/2021,01:55:00,BRONX,41,0,,true,25-44,M,BLACK,25-44,M,BLACK,1011153,235312,40.812520134000074,-73.90281300199997,POINT (-73.90281300199997 40.812520134000074)
231631686,07/31/2021,22:40:00,BROOKLYN,75,0,,false,25-44,M,BLACK,25-44,M,WHITE HISPANIC,1019860,189120,40.68570406600002,-73.871603151,POINT (-73.871603151 40.68570406600002)
226542152,04/05/2021,22:10:00,BRONX,44,2,MULTI DWELL - PUBLIC HOUS,false,,,,25-44,F,BLACK,1004214,244406,40.83749898100007,-73.92785341999998,POINT (-73.92785341999998 40.83749898100007)
234268729,09/29/2021,12:50:00,BRONX,48,0,,false,18-24,M,BLACK HISPANIC,<18,M,BLACK HISPANIC,1016838,250252,40.85350696200004,-73.88220309599996,POINT (-73.88220309599996 40.85350696200004)
232143141,08/12/2021,01:58:00,BROOKLYN,69,0,,false,,,,<18,M,BLACK,1012107,174971,40.646896019000046,-73.89961642799993,POINT (-73.89961642799993 40.646896019000046)
235033374,10/15/2021,20:30:00,MANHATTAN,7,0,,false,,,,<18,M,BLACK,987969,200865,40.71801219200007,-73.98658542399994,POINT (-73.98658542399994 40.71801219200007)
224410635,02/15/2021,15:00:00,BRONX,43,0,,false,<18,M,WHITE HISPANIC,25-44,M,BLACK,1020475,244133,40.83669794600007,-73.86908922599997,POINT (-73.86908922599997 40.83669794600007)
227950654,05/07/2021,03:30:00,MANHATTAN,28,0,,false,,,,18-24,M,BLACK,997872,232722,40.80544176100005,-73.95079652799996,POINT (-73.95079652799996 40.80544176100005)
234101078,09/26/2021,22:31:00,BRONX,44,0,,false,18-24,M,BLACK HISPANIC,18-24,M,BLACK HISPANIC,1006176,243360,40.83462336000007,-73.92076635799998,POINT (-73.92076635799998 40.83462336000007)
230421165,07/02/2021,02:19:00,BROOKLYN,79,0,,false,18-24,F,BLACK,18-24,M,BLACK,1000382,192387,40.69472815800003,-73.94182674699994,POINT (-73.94182674699994 40.69472815800003)
232390407,08/17/2021,13:00:00,BRONX,41,0,COMMERCIAL BLDG,true,25-44,M,WHITE HISPANIC,25-44,M,BLACK HISPANIC,1015966,235235,40.812292824000046,-73.885426178,POINT (-73.885426178 40.812292824000046)
228676424,05/25/2021,19:27:00,MANHATTAN,23,2,MULTI DWELL - PUBLIC HOUS,false,,,,18-24,M,BLACK,1001213,229173,40.79569494400005,-73.93873724999997,POINT (-73.93873724999997 40.79569494400005)
235457028,10/24/2021,20:49:00,BRONX,46,0,,true,<18,M,WHITE HISPANIC,18-24,M,BLACK,1012088,251301,40.85640240700008,-73.89936891599997,POINT (-73.89936891599997 40.85640240700008)
231866068,08/05/2021,08:57:00,QUEENS,103,0,,false,25-44,M,BLACK,18-24,M,ASIAN / PACIFIC ISLANDER,1037949,195015,40.70179318200008,-73.80633317499998,POINT (-73.80633317499998 40.70179318200008)
235264966,10/19/2021,19:25:00,MANHATTAN,26,0,,false,<18,M,BLACK,18-24,M,BLACK,996434,235757,40.813774094000046,-73.95598531299999,POINT (-73.95598531299999 40.813774094000046)
227344444,04/25/2021,00:55:00,BROOKLYN,71,0,,false,18-24,M,BLACK,18-24,M,BLACK,997457,181411,40.66460637300003,-73.95239629299994,POINT (-73.95239629299994 40.66460637300003)
233766393,09/17/2021,20:02:00,BROOKLYN,81,2,MULTI DWELL - PUBLIC HOUS,false,18-24,M,BLACK,18-24,M,BLACK,1005786,187336,40.680852825000045,-73.92235516899994,POINT (-73.92235516899994 40.680852825000045)
233769246,09/19/2021,01:30:00,MANHATTAN,32,0,GROCERY/BODEGA,false,<18,M,BLACK,18-24,M,BLACK,1000257,238942,40.82250992400003,-73.94216668099993,POINT (-73.94216668099993 40.82250992400003)
232132667,08/11/2021,09:55:00,BRONX,48,0,GROCERY/BODEGA,false,,,,25-44,M,BLACK HISPANIC,1014516,247209,40.84516309700007,-73.89061033599995,POINT (-73.89061033599995 40.84516309700007)
237712307,12/10/2021,23:31:00,MANHATTAN,30,0,,false,,,,45-64,M,BLACK,999327,240977,40.82809705700004,-73.94552228399994,POINT (-73.94552228399994 40.82809705700004)
233179436,09/06/2021,03:52:00,QUEENS,102,0,,false,18-24,M,ASIAN / PACIFIC ISLANDER,25-44,M,BLACK,1034148,192848,40.69586753200008,-73.82005769499993,POINT (-73.82005769499993 40.69586753200008)
235742976,10/31/2021,00:22:00,BRONX,47,0,,false,,,,25-44,M,WHITE HISPANIC,1024006,266909,40.89919586500002,-73.85619357099996,POINT (-73.85619357099996 40.89919586500002)
226841290,04/12/2021,21:20:00,BRONX,43,2,MULTI DWELL - PUBLIC HOUS,true,,,,25-44,M,BLACK,1022040,240165,40.825800379000036,-73.86345588999995,POINT (-73.86345588999995 40.825800379000036)
222563766,01/03/2021,21:21:00,BRONX,40,2,MULTI DWELL - PUBLIC HOUS,true,18-24,M,BLACK,25-44,M,BLACK,1005947,235372,40.81269913700004,-73.92161973599997,POINT (-73.92161973599997 40.81269913700004)
225063427,03/02/2021,23:32:00,BROOKLYN,67,0,HOSPITAL,false,,,,25-44,M,BLACK,1008789,177637,40.654223423000076,-73.91156340899995,POINT (-73.91156340899995 40.654223423000076)
225929565,03/21/2021,22:08:00,BRONX,47,0,,false,,,,25-44,M,BLACK,1026072,259030,40.87756096800007,-73.84876952399996,POINT (-73.84876952399996 40.87756096800007)
233307767,09/08/2021,19:31:00,BROOKLYN,77,0,,false,,,,25-44,M,BLACK,999272,185194,40.67498697000008,-73.94584562599994,POINT (-73.94584562599994 40.67498697000008)
237290043,12/03/2021,02:25:00,BROOKLYN,60,0,PVT HOUSE,true,,,,25-44,M,BLACK,994256,150750,40.580452527000034,-73.96397986499993,POINT (-73.96397986499993 40.580452527000034)
232194971,08/13/2021,01:11:00,BROOKLYN,90,0,,false,,,,18-24,M,BLACK,999165,196220,40.705250982000045,-73.94620696299995,POINT (-73.94620696299995 40.705250982000045)
223827862,02/01/2021,22:20:00,BRONX,48,0,MULTI DWELL - APT BUILD,false,18-24,M,WHITE HISPANIC,25-44,F,BLACK HISPANIC,1013207,249659,40.85189201000002,-73.89533089999998,POINT (-73.89533089999998 40.85189201000002)
236403182,11/17/2021,17:06:00,BRONX,47,0,,true,,,,18-24,M,BLACK,1022178,256770,40.87137556200002,-73.86286333099997,POINT (-73.86286333099997 40.87137556200002)
229848437,06/20/2021,20:11:00,BRONX,40,0,,false,,,,25-44,M,WHITE HISPANIC,1006124,236255,40.815122288000055,-73.92097743499993,POINT (-73.92097743499993 40.815122288000055)
232591780,08/21/2021,00:23:00,BRONX,44,0,,false,18-24,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,1007369,244370,40.83739247600005,-73.91645167499998,POINT (-73.91645167499998 40.83739247600005)
233172870,09/05/2021,02:44:00,BRONX,48,0,,false,,,,<18,M,BLACK HISPANIC,1012644,247600,40.84624249400008,-73.89737468799996,POINT (-73.89737468799996 40.84624249400008)
237712917,12/12/2021,02:07:00,BROOKLYN,77,2,MULTI DWELL - PUBLIC HOUS,false,,,,18-24,M,WHITE HISPANIC,1001173,184695,40.67361389800004,-73.93899358599998,POINT (-73.93899358599998 40.67361389800004)
224642508,02/18/2021,04:00:00,MANHATTAN,32,0,,false,18-24,M,BLACK,25-44,M,BLACK,999303,238123,40.82026367800007,-73.94561540699993,POINT (-73.94561540699993 40.82026367800007)
234208836,09/28/2021,20:40:00,MANHATTAN,24,2,MULTI DWELL - PUBLIC HOUS,false,25-44,M,BLACK,25-44,M,BLACK,991495,226842,40.78931028700004,-73.97383765099994,POINT (-73.97383765099994 40.78931028700004)
231965176,08/06/2021,23:46:00,BROOKLYN,60,2,MULTI DWELL - PUBLIC HOUS,true,,,,25-44,M,BLACK,990824,149705,40.57758741600002,-73.97633607099993,POINT (-73.97633607099993 40.57758741600002)
232862807,08/27/2021,00:05:00,BRONX,42,0,,false,,,,25-44,M,BLACK,1007843,239931,40.82520744400005,-73.91475429799993,POINT (-73.91475429799993 40.82520744400005)
233886294,09/21/2021,15:35:00,BROOKLYN,84,0,,false,,,,25-44,M,BLACK HISPANIC,987920,194788,40.701332285000035,-73.98676549999993,POINT (-73.98676549999993 40.701332285000035)
238040458,12/17/2021,20:59:00,MANHATTAN,34,0,,false,,,,25-44,M,BLACK HISPANIC,1004796,255322,40.867458818000046,-73.92571667599998,POINT (-73.92571667599998 40.867458818000046)
236285198,11/13/2021,22:17:00,BRONX,47,0,,false,25-44,M,BLACK,18-24,M,BLACK,1024543,265072,40.89415145700008,-73.85426215899997,POINT (-73.85426215899997 40.89415145700008)
224950990,02/26/2021,20:05:00,BROOKLYN,77,0,,false,,,,45-64,M,BLACK,1000331,183813,40.671194574000026,-73.94203112099996,POINT (-73.94203112099996 40.671194574000026)
228798151,05/27/2021,21:30:00,QUEENS,105,0,,false,,,,<18,M,BLACK,1058925,180924,40.662964620000025,-73.73083868899994,POINT (-73.73083868899994 40.662964620000025)
230606421,07/08/2021,01:16:00,QUEENS,113,0,,false,,,,18-24,M,BLACK,1041835,189204,40.68581893900005,-73.79236783699997,POINT (-73.79236783699997 40.68581893900005)
231637053,07/31/2021,22:36:00,QUEENS,115,0,,false,,,,25-44,M,WHITE HISPANIC,1020765,213373,40.75226896500004,-73.86820844899995,POINT (-73.86820844899995 40.75226896500004)
229863864,06/21/2021,05:10:00,MANHATTAN,32,0,,false,,,,18-24,M,BLACK,998593,235938,40.814267648000055,-73.94818528599995,POINT (-73.94818528599995 40.814267648000055)
231026972,07/18/2021,05:26:00,BRONX,42,0,,false,,,,25-44,M,WHITE HISPANIC,1011174,246996,40.84458929700002,-73.90269025099997,POINT (-73.90269025099997 40.84458929700002)
233149851,09/04/2021,20:18:00,MANHATTAN,32,0,,true,18-24,M,WHITE HISPANIC,18-24,M,ASIAN / PACIFIC ISLANDER,998593,235938,40.814267648000055,-73.94818528599995,POINT (-73.94818528599995 40.814267648000055)
231512062,07/28/2021,13:10:00,QUEENS,101,0,,false,,,,25-44,M,WHITE,1053356,155686,40.59373711200004,-73.75117019699996,POINT (-73.75117019699996 40.59373711200004)
228630118,05/24/2021,20:22:00,QUEENS,105,0,,false,25-44,M,BLACK,25-44,M,BLACK,1057434,197407,40.70821893700002,-73.73603386899998,POINT (-73.73603386899998 40.70821893700002)
227344443,04/25/2021,06:30:00,BRONX,50,2,MULTI DWELL - PUBLIC HOUS,false,,,,25-44,M,BLACK,1012082,259912,40.88003698600005,-73.89935484099993,POINT (-73.89935484099993 40.88003698600005)
232291905,08/15/2021,22:55:00,QUEENS,113,0,,false,,,,18-24,M,BLACK,1050524,184722,40.67345611400003,-73.76108222599998,POINT (-73.76108222599998 40.67345611400003)
227950655,05/08/2021,23:37:00,MANHATTAN,23,2,MULTI DWELL - PUBLIC HOUS,true,18-24,M,WHITE HISPANIC,25-44,M,BLACK,998025,226411,40.78811954200007,-73.95025681099996,POINT (-73.95025681099996 40.78811954200007)
231186872,07/21/2021,19:50:00,QUEENS,115,0,,false,18-24,M,WHITE HISPANIC,18-24,M,WHITE HISPANIC,1022400,214364,40.75498210300003,-73.862301657,POINT (-73.862301657 40.75498210300003)
230712737,07/09/2021,17:55:00,BRONX,42,0,,false,18-24,M,BLACK,18-24,M,BLACK,1012450,243020,40.83367235500003,-73.89809513499995,POINT (-73.89809513499995 40.83367235500003)
228917764,05/31/2021,22:20:00,BRONX,40,0,,false,45-64,M,BLACK,45-64,M,BLACK,1007164,239140,40.82303816300004,-73.91721038699995,POINT (-73.91721038699995 40.82303816300004)
232946699,08/31/2021,00:40:00,QUEENS,101,0,,false,,,,25-44,M,BLACK,1053639,158980,40.602776230000075,-73.75011736499994,POINT (-73.75011736499994 40.602776230000075)
237173137,12/01/2021,03:15:00,BRONX,40,0,,false,,,,25-44,M,WHITE HISPANIC,1006241,236593,40.816049712000044,-73.92055364299993,POINT (-73.92055364299993 40.816049712000044)
236650847,11/20/2021,15:01:00,MANHATTAN,25,2,MULTI DWELL - PUBLIC HOUS,true,<18,M,WHITE HISPANIC,18-24,M,BLACK,1002883,231248,40.80138689000006,-73.93270005999993,POINT (-73.93270005999993 40.80138689000006)
229822601,06/19/2021,00:39:00,BRONX,42,2,MULTI DWELL - PUBLIC HOUS,false,,,,25-44,M,BLACK,1010169,244577,40.83795285700006,-73.90633196,POINT (-73.90633196 40.83795285700006)
228426149,05/19/2021,21:36:00,QUEENS,113,0,MULTI DWELL - APT BUILD,false,25-44,M,WHITE,45-64,M,BLACK,1049021,189295,40.68601904400003,-73.76645659599995,POINT (-73.76645659599995 40.68601904400003)
237630152,12/09/2021,18:28:00,BROOKLYN,69,0,,false,,,,25-44,M,BLACK,1008575,170521,40.634692132000055,-73.91236031799998,POINT (-73.91236031799998 40.634692132000055)
236105014,10/28/2021,20:44:00,BRONX,40,0,,false,,,,18-24,M,BLACK HISPANIC,1010330,236424,40.81557473000004,-73.90578180799997,POINT (-73.90578180799997 40.81557473000004)
234396486,10/01/2021,17:48:00,BROOKLYN,81,0,,false,,,,25-44,M,BLACK,1001546,190106,40.68846514200004,-73.93763502499998,POINT (-73.93763502499998 40.68846514200004)
231351984,07/24/2021,02:46:00,QUEENS,103,0,,true,18-24,M,WHITE HISPANIC,18-24,M,BLACK HISPANIC,1039265,192987,40.69621872400006,-73.80160353299993,POINT (-73.80160353299993 40.69621872400006)
230448647,07/04/2021,04:17:00,BRONX,42,0,,true,25-44,M,BLACK,25-44,M,BLACK HISPANIC,1014375,242982,40.833561700000075,-73.89113894099995,POINT (-73.89113894099995 40.833561700000075)
223198985,01/16/2021,12:39:00,MANHATTAN,32,0,MULTI DWELL - APT BUILD,false,18-24,M,BLACK,25-44,F,BLACK,1000828,240293,40.826216983000045,-73.94010026799998,POINT (-73.94010026799998 40.826216983000045)
225089050,03/03/2021,00:01:00,MANHATTAN,26,0,MULTI DWELL - APT BUILD,false,18-24,M,BLACK,25-44,M,WHITE HISPANIC,996049,236334,40.81535832100008,-73.95737515699994,POINT (-73.95737515699994 40.81535832100008)
230190941,06/28/2021,19:35:00,MANHATTAN,26,2,MULTI DWELL - PUBLIC HOUS,true,25-44,M,BLACK,25-44,M,BLACK,996279,235478,40.81300852900005,-73.95654576899994,POINT (-73.95654576899994 40.81300852900005)
226503935,04/03/2021,18:23:00,BRONX,44,0,,false,18-24,M,BLACK,65+,M,BLACK,1008053,241673,40.82998817300006,-73.91398933899995,POINT (-73.91398933899995 40.82998817300006)
231562493,07/29/2021,18:55:00,QUEENS,101,2,MULTI DWELL - PUBLIC HOUS,false,,,,18-24,M,BLACK,1047410,156429,40.595820856000046,-73.77257302099997,POINT (-73.77257302099997 40.595820856000046)
232864589,08/29/2021,03:28:00,BROOKLYN,88,2,MULTI DWELL - PUBLIC HOUS,false,,,,25-44,F,BLACK,991710,192033,40.69376806700007,-73.97309982199994,POINT (-73.97309982199994 40.69376806700007)
233886293,09/21/2021,15:09:00,BROOKLYN,84,0,,false,,,,18-24,M,WHITE HISPANIC,988338,191610,40.69260923000007,-73.98525990099995,POINT (-73.98525990099995 40.69260923000007)
229822598,06/19/2021,03:12:00,MANHATTAN,32,0,,false,,,,18-24,F,BLACK,1001374,239100,40.82294149500007,-73.93813045499998,POINT (-73.93813045499998 40.82294149500007)
230885990,07/15/2021,13:40:00,BRONX,47,0,PVT HOUSE,false,,,,25-44,M,BLACK,1022476,260798,40.882429881000064,-73.86176285599998,POINT (-73.86176285599998 40.882429881000064)
229643173,06/16/2021,22:46:00,BROOKLYN,60,2,MULTI DWELL - PUBLIC HOUS,true,,,,18-24,M,WHITE HISPANIC,989493,154385,40.59043397700003,-73.981123832,POINT (-73.981123832 40.59043397700003)
237362442,12/04/2021,00:13:00,MANHATTAN,25,1,,false,25-44,M,WHITE HISPANIC,18-24,M,BLACK HISPANIC,1001575,232339,40.804384046000045,-73.93742166899995,POINT (-73.93742166899995 40.804384046000045)
224949526,02/26/2021,05:18:00,BRONX,43,0,MULTI DWELL - APT BUILD,false,65+,M,WHITE,25-44,M,WHITE HISPANIC,1023770,244142,40.83670851900007,-73.85718151099996,POINT (-73.85718151099996 40.83670851900007)
228307360,05/17/2021,04:00:00,BRONX,48,0,,false,,,,<18,M,BLACK HISPANIC,1015735,250750,40.854877825000074,-73.88618785299997,POINT (-73.88618785299997 40.854877825000074)
223603560,01/26/2021,22:30:00,BRONX,43,0,,false,18-24,M,BLACK,25-44,M,WHITE,1023479,238790,40.822020125000044,-73.85826443799994,POINT (-73.85826443799994 40.822020125000044)
234973159,10/14/2021,10:40:00,MANHATTAN,33,0,,false,18-24,M,WHITE HISPANIC,25-44,M,BLACK,999124,244700,40.83831596500005,-73.94624754799997,POINT (-73.94624754799997 40.83831596500005)
227950650,05/06/2021,23:28:00,BRONX,42,2,MULTI DWELL - PUBLIC HOUS,false,25-44,M,BLACK,18-24,M,BLACK,1010706,243782,40.83576922100008,-73.90439441599993,POINT (-73.90439441599993 40.83576922100008)
227182807,04/21/2021,01:15:00,MANHATTAN,34,0,,true,25-44,M,BLACK,25-44,M,WHITE HISPANIC,1006930,254095,40.864085852000066,-73.91800528099996,POINT (-73.91800528099996 40.864085852000066)
226320600,03/30/2021,22:23:00,BRONX,45,0,,true,18-24,M,WHITE,18-24,M,BLACK HISPANIC,1032091,241976,40.83072232800004,-73.82712605899997,POINT (-73.82712605899997 40.83072232800004)
231047257,07/18/2021,22:50:00,BROOKLYN,88,0,,true,,,,25-44,M,BLACK,995457,187733,40.68196160200006,-73.95959486099997,POINT (-73.95959486099997 40.68196160200006)
229540932,06/14/2021,01:54:00,QUEENS,113,0,,false,25-44,M,BLACK,25-44,M,BLACK,1049028,187573,40.68129251100004,-73.76644790999995,POINT (-73.76644790999995 40.68129251100004)
232291903,08/15/2021,23:24:00,BROOKLYN,79,2,MULTI DWELL - PUBLIC HOUS,false,,,,25-44,M,BLACK,997242,193691,40.69831250200008,-73.95314759599995,POINT (-73.95314759599995 40.69831250200008)
231944879,08/08/2021,02:54:00,QUEENS,103,0,,false,25-44,M,BLACK,25-44,M,BLACK,1038772,191980,40.69345780000003,-73.80338955899998,POINT (-73.80338955899998 40.69345780000003)
233173932,09/04/2021,03:28:00,BRONX,45,0,,true,,,,45-64,M,BLACK,1032170,260888,40.88262959000008,-73.82670539599997,POINT (-73.82670539599997 40.88262959000008)
230482154,07/05/2021,04:45:00,BRONX,44,0,,false,,,,45-64,M,BLACK,1007981,244635,40.838118200000046,-73.91423903099997,POINT (-73.91423903099997 40.838118200000046)
232887624,08/27/2021,09:23:00,BRONX,40,0,,true,<18,M,BLACK HISPANIC,25-44,M,BLACK HISPANIC,1006964,232980,40.806131205000035,-73.91795385699999,POINT (-73.91795385699999 40.806131205000035)
229283287,06/08/2021,04:10:00,BROOKLYN,79,0,,true,,,,25-44,M,BLACK,1001523,192971,40.696328949000076,-73.93771061299998,POINT (-73.93771061299998 40.696328949000076)
230412254,07/03/2021,22:03:00,MANHATTAN,23,0,,false,,,,25-44,M,BLACK,998746,229343,40.79616593900005,-73.94764678999996,POINT (-73.94764678999996 40.79616593900005)
236054429,11/08/2021,20:32:00,BROOKLYN,81,0,,false,,,,25-44,M,BLACK,1001950,192898,40.69612773800003,-73.93617093399996,POINT (-73.93617093399996 40.69612773800003)
228049710,05/11/2021,17:04:00,BROOKLYN,73,0,,false,18-24,M,BLACK,<18,M,BLACK,1007763,185203,40.67499319300003,-73.91523470399994,POINT (-73.91523470399994 40.67499319300003)
227511956,04/29/2021,01:43:00,BROOKLYN,75,0,,false,,,,25-44,M,BLACK,1012669,181001,40.66344525700004,-73.89756580699996,POINT (-73.89756580699996 40.66344525700004)
231810233,08/04/2021,17:20:00,QUEENS,103,0,,false,25-44,M,BLACK,25-44,F,BLACK,1039378,192669,40.69534518700004,-73.80119863,POINT (-73.80119863 40.69534518700004)
232291899,08/14/2021,04:11:00,BRONX,46,0,,true,,,,18-24,M,BLACK,1008497,248717,40.84932069000007,-73.91235948099995,POINT (-73.91235948099995 40.84932069000007)
226705488,04/08/2021,19:45:00,QUEENS,105,0,PVT HOUSE,false,,,,25-44,M,BLACK,1054819,196381,40.705424063000066,-73.74547661799994,POINT (-73.74547661799994 40.705424063000066)
234396302,10/02/2021,04:00:00,BRONX,52,0,,false,,,,25-44,M,WHITE HISPANIC,1010376,253620,40.862772595000074,-73.90554863999995,POINT (-73.90554863999995 40.862772595000074)
231641623,08/01/2021,04:13:00,BRONX,48,2,,false,18-24,M,BLACK,25-44,M,BLACK,1017239,246250,40.84252117200003,-73.88077326199993,POINT (-73.88077326199993 40.84252117200003)
230717903,07/11/2021,01:09:00,BROOKLYN,79,0,,false,<18,F,WHITE HISPANIC,45-64,M,BLACK,996546,187436,40.68114495900005,-73.95566903799994,POINT (-73.95566903799994 40.68114495900005)
229822601,06/19/2021,00:39:00,BRONX,42,2,MULTI DWELL - PUBLIC HOUS,false,,,,25-44,F,BLACK,1010169,244577,40.83795285700006,-73.90633196,POINT (-73.90633196 40.83795285700006)
236363733,11/16/2021,22:39:00,MANHATTAN,14,0,,false,18-24,M,BLACK,18-24,M,BLACK HISPANIC,988590,213119,40.751646125000036,-73.98433730999993,POINT (-73.98433730999993 40.751646125000036)
233200294,09/06/2021,07:49:00,QUEENS,106,0,,true,,,,45-64,M,BLACK,1037884,182044,40.66619122100008,-73.80667084399995,POINT (-73.80667084399995 40.66619122100008)
234985334,10/14/2021,16:50:00,BROOKLYN,69,0,,false,,,,18-24,M,BLACK,1012873,171609,40.63766561400007,-73.89687034899998,POINT (-73.89687034899998 40.63766561400007)
230835285,07/14/2021,18:42:00,MANHATTAN,23,2,MULTI DWELL - PUBLIC HOUS,false,18-24,M,BLACK,18-24,F,BLACK,1000868,225731,40.78624823600006,-73.93999177999996,POINT (-73.93999177999996 40.78624823600006)
235801033,11/01/2021,17:30:00,MANHATTAN,25,2,MULTI DWELL - PUBLIC HOUS,false,,,,18-24,M,BLACK HISPANIC,1001769,234797,40.811130194000036,-73.93671450599999,POINT (-73.93671450599999 40.811130194000036)
237362977,12/03/2021,18:15:00,BRONX,46,0,COMMERCIAL BLDG,false,25-44,M,BLACK HISPANIC,25-44,M,BLACK HISPANIC,1012382,253198,40.86160816800003,-73.89829816399998,POINT (-73.89829816399998 40.86160816800003)
230193605,06/28/2021,18:50:00,BROOKLYN,73,2,MULTI DWELL - PUBLIC HOUS,false,,,,45-64,M,BLACK,1010363,182581,40.667789106000036,-73.90587160499997,POINT (-73.90587160499997 40.667789106000036)
233564842,09/14/2021,17:38:00,BROOKLYN,63,0,,false,,,,18-24,M,BLACK,1002200,168831,40.630068652000034,-73.93533344299993,POINT (-73.93533344299993 40.630068652000034)
225601139,03/12/2021,21:00:00,BRONX,48,0,PVT HOUSE,false,25-44,M,WHITE HISPANIC,18-24,M,BLACK,1018554,245062,40.839255451000035,-73.87602669799998,POINT (-73.87602669799998 40.839255451000035)
230775122,07/12/2021,15:57:00,BRONX,48,0,,false,18-24,M,WHITE HISPANIC,25-44,M,BLACK,1013762,251197,40.85611152100006,-73.89331797999995,POINT (-73.89331797999995 40.85611152100006)
228109389,05/12/2021,23:10:00,BROOKLYN,77,0,,false,25-44,M,BLACK,25-44,M,BLACK,1000582,185100,40.67472664100006,-73.94112317399998,POINT (-73.94112317399998 40.67472664100006)
235857196,11/03/2021,02:25:00,MANHATTAN,25,0,,false,18-24,M,BLACK,25-44,F,BLACK,1002572,231625,40.802422302000025,-73.93382234599994,POINT (-73.93382234599994 40.802422302000025)
